StartTime(UTC),EndTime(UTC),Type,Severity
2019-04-07 16:45:00,2019-04-07 17:00:00,Rain,Light
2019-04-07 20:00:00,2019-04-07 21:00:00,Rain,Light
2019-04-10 18:45:00,2019-04-10 19:15:00,Rain,Light
2019-04-10 20:00:00,2019-04-10 20:00:00,Rain,Light
2019-04-10 22:00:00,2019-04-10 22:00:00,Rain,Light
2019-04-10 22:15:00,2019-04-10 23:00:00,Rain,Light
2019-04-11 10:00:00,2019-04-11 10:30:00,Rain,Light
2019-04-12 02:30:00,2019-04-12 03:45:00,Rain,Light
2019-04-12 04:00:00,2019-04-12 05:00:00,Rain,Light
2019-04-12 05:00:00,2019-04-12 10:00:00,Rain,Light
2019-04-12 10:15:00,2019-04-12 11:00:00,Rain,Light
2019-04-14 15:45:00,2019-04-14 16:00:00,Snow,Heavy
2019-04-14 16:00:00,2019-04-14 17:00:00,Snow,Light
2019-04-14 17:00:00,2019-04-14 17:00:00,Snow,Moderate
2019-04-14 17:15:00,2019-04-14 18:00:00,Snow,Light
2019-04-14 18:00:00,2019-04-14 18:45:00,Snow,Moderate
2019-04-14 19:15:00,2019-04-14 19:45:00,Snow,Light
2019-04-14 19:45:00,2019-04-14 20:15:00,Snow,Moderate
2019-04-14 20:15:00,2019-04-15 08:30:00,Snow,Light
2019-04-16 11:00:00,2019-04-16 12:00:00,Rain,Light
2019-04-18 10:45:00,2019-04-18 13:00:00,Rain,Light
2019-04-18 15:00:00,2019-04-18 18:00:00,Rain,Light
2019-04-18 18:00:00,2019-04-18 19:00:00,Rain,Moderate
2019-04-18 19:00:00,2019-04-18 20:00:00,Rain,Light
2019-04-18 20:00:00,2019-04-18 21:00:00,Rain,Moderate
2019-04-18 21:00:00,2019-04-18 22:00:00,Rain,Light
2019-04-19 05:00:00,2019-04-19 06:00:00,Rain,Light
2019-04-23 00:30:00,2019-04-23 01:45:00,Rain,Light
2019-04-23 03:45:00,2019-04-23 05:00:00,Rain,Light
2019-04-23 11:15:00,2019-04-23 12:00:00,Rain,Light
2019-04-26 06:00:00,2019-04-26 09:00:00,Rain,Light
2019-04-27 16:45:00,2019-04-27 17:00:00,Rain,Light
2019-04-27 17:30:00,2019-04-27 18:00:00,Snow,Heavy
2019-04-27 18:00:00,2019-04-27 18:15:00,Snow,Light
2019-04-27 18:15:00,2019-04-27 19:00:00,Snow,Moderate
2019-04-27 19:00:00,2019-04-27 19:15:00,Snow,Light
2019-04-27 19:15:00,2019-04-27 19:30:00,Rain,Light
2019-04-27 19:30:00,2019-04-27 20:00:00,Snow,Moderate
2019-04-27 20:00:00,2019-04-27 20:30:00,Snow,Heavy
2019-04-27 21:15:00,2019-04-27 22:00:00,Snow,Light
2019-04-27 22:00:00,2019-04-27 23:00:00,Snow,Heavy
2019-04-27 23:30:00,2019-04-28 01:00:00,Snow,Heavy
2019-04-28 01:00:00,2019-04-28 01:30:00,Snow,Light
2019-04-28 01:30:00,2019-04-28 02:00:00,Snow,Moderate
2019-04-28 02:00:00,2019-04-28 03:00:00,Snow,Light
2019-04-28 03:00:00,2019-04-28 04:00:00,Snow,Moderate
2019-04-28 04:00:00,2019-04-28 06:00:00,Snow,Light
2019-04-29 09:00:00,2019-04-29 12:00:00,Rain,Light
2019-04-29 12:00:00,2019-04-29 13:15:00,Rain,Moderate
2019-04-29 14:15:00,2019-04-29 15:00:00,Rain,Light
2019-04-29 15:00:00,2019-04-29 15:00:00,Rain,Moderate
2019-04-29 15:30:00,2019-04-29 17:00:00,Rain,Light
2019-04-29 17:00:00,2019-04-29 18:00:00,Rain,Moderate
2019-04-29 18:00:00,2019-04-29 20:00:00,Rain,Light
2019-04-30 11:00:00,2019-04-30 11:15:00,Rain,Light
2019-04-30 12:00:00,2019-04-30 13:45:00,Rain,Light
2019-04-30 15:00:00,2019-04-30 16:00:00,Rain,Light
2019-04-30 17:00:00,2019-04-30 20:00:00,Rain,Light
2019-04-30 21:30:00,2019-04-30 21:45:00,Rain,Moderate
2019-04-30 22:15:00,2019-05-01 01:00:00,Rain,Light
2019-05-01 02:00:00,2019-05-01 04:00:00,Rain,Light
2019-05-01 04:00:00,2019-05-01 05:00:00,Rain,Moderate
2019-05-01 06:00:00,2019-05-01 06:30:00,Rain,Moderate
2019-05-01 06:30:00,2019-05-01 07:00:00,Rain,Light
2019-05-01 07:00:00,2019-05-01 08:00:00,Rain,Moderate
2019-05-01 08:00:00,2019-05-01 10:30:00,Rain,Light
2019-05-01 10:30:00,2019-05-01 11:45:00,Rain,Moderate
2019-05-01 11:45:00,2019-05-01 12:30:00,Rain,Light
2019-05-01 12:45:00,2019-05-01 13:45:00,Rain,Light
2019-05-02 15:00:00,2019-05-02 17:00:00,Rain,Light
2019-05-02 17:00:00,2019-05-02 18:00:00,Rain,Moderate
2019-05-02 21:00:00,2019-05-02 23:00:00,Rain,Light
2019-05-03 00:00:00,2019-05-03 01:00:00,Rain,Light
2019-05-03 04:45:00,2019-05-03 06:00:00,Rain,Light
2019-05-04 02:00:00,2019-05-04 03:00:00,Rain,Light
2019-05-06 18:30:00,2019-05-06 21:00:00,Rain,Light
2019-05-07 07:00:00,2019-05-07 09:00:00,Rain,Light
2019-05-07 09:00:00,2019-05-07 09:15:00,Rain,Moderate
2019-05-07 09:15:00,2019-05-07 09:30:00,Rain,Light
2019-05-07 09:30:00,2019-05-07 10:00:00,Rain,Moderate
2019-05-07 10:00:00,2019-05-07 13:00:00,Rain,Light
2019-05-07 14:00:00,2019-05-07 15:00:00,Rain,Light
2019-05-07 16:00:00,2019-05-07 17:30:00,Rain,Light
2019-05-08 11:00:00,2019-05-08 13:00:00,Rain,Light
2019-05-09 05:15:00,2019-05-09 06:30:00,Rain,Light
2019-05-09 06:30:00,2019-05-09 07:00:00,Rain,Moderate
2019-05-09 07:00:00,2019-05-09 08:00:00,Rain,Light
2019-05-09 08:00:00,2019-05-09 10:00:00,Rain,Moderate
2019-05-09 10:00:00,2019-05-09 10:30:00,Rain,Heavy
2019-05-09 10:30:00,2019-05-09 11:15:00,Rain,Moderate
2019-05-09 11:15:00,2019-05-09 12:30:00,Rain,Light
2019-05-11 21:00:00,2019-05-12 01:00:00,Rain,Light
2019-05-13 00:00:00,2019-05-13 06:00:00,Rain,Light
2019-05-16 18:30:00,2019-05-16 20:00:00,Rain,Light
2019-05-16 22:00:00,2019-05-16 23:00:00,Rain,Light
2019-05-17 04:15:00,2019-05-17 05:00:00,Rain,Light
2019-05-17 05:45:00,2019-05-17 06:00:00,Rain,Light
2019-05-17 07:00:00,2019-05-17 07:00:00,Rain,Light
2019-05-17 07:30:00,2019-05-17 09:00:00,Rain,Moderate
2019-05-17 18:00:00,2019-05-17 20:00:00,Rain,Light
2019-05-18 01:00:00,2019-05-18 02:00:00,Rain,Light
2019-05-18 20:30:00,2019-05-18 21:00:00,Rain,Light
2019-05-18 22:00:00,2019-05-19 00:00:00,Rain,Moderate
2019-05-19 09:00:00,2019-05-19 10:00:00,Rain,Light
2019-05-19 11:00:00,2019-05-19 12:00:00,Rain,Light
2019-05-19 15:00:00,2019-05-19 15:15:00,Rain,Light
2019-05-19 21:00:00,2019-05-19 22:00:00,Rain,Light
2019-05-21 11:00:00,2019-05-21 15:00:00,Rain,Light
2019-05-21 16:00:00,2019-05-21 17:00:00,Rain,Light
2019-05-21 18:00:00,2019-05-21 19:00:00,Rain,Light
2019-05-22 07:00:00,2019-05-22 07:15:00,Rain,Light
2019-05-22 07:45:00,2019-05-22 08:30:00,Rain,Moderate
2019-05-22 08:30:00,2019-05-22 10:00:00,Rain,Heavy
2019-05-22 10:00:00,2019-05-22 10:45:00,Rain,Light
2019-05-23 06:00:00,2019-05-23 09:00:00,Rain,Light
2019-05-23 09:30:00,2019-05-23 10:00:00,Rain,Light
2019-05-24 12:00:00,2019-05-24 12:15:00,Rain,Light
2019-05-24 12:30:00,2019-05-24 14:00:00,Rain,Light
2019-05-26 16:00:00,2019-05-26 16:30:00,Rain,Light
2019-05-27 19:30:00,2019-05-27 20:45:00,Rain,Light
2019-05-27 20:45:00,2019-05-27 20:45:00,Rain,Moderate
2019-05-27 21:30:00,2019-05-27 22:00:00,Rain,Moderate
2019-05-27 22:30:00,2019-05-27 23:30:00,Rain,Light
2019-05-28 21:00:00,2019-05-28 22:00:00,Rain,Light
2019-05-29 03:30:00,2019-05-29 04:00:00,Rain,Light
2019-05-29 06:15:00,2019-05-29 11:00:00,Rain,Light
2019-05-30 09:00:00,2019-05-30 14:00:00,Rain,Light
2019-06-01 23:45:00,2019-06-02 01:00:00,Rain,Light
2019-06-04 16:00:00,2019-06-04 17:00:00,Rain,Light
2019-06-04 17:00:00,2019-06-04 18:00:00,Rain,Moderate
2019-06-05 08:00:00,2019-06-05 10:15:00,Rain,Light
2019-06-05 11:00:00,2019-06-05 12:00:00,Rain,Light
2019-06-05 12:00:00,2019-06-05 13:00:00,Rain,Moderate
2019-06-05 13:00:00,2019-06-05 14:00:00,Rain,Light
2019-06-09 04:00:00,2019-06-09 05:00:00,Rain,Light
2019-06-09 06:00:00,2019-06-09 07:00:00,Rain,Light
2019-06-09 18:15:00,2019-06-09 19:00:00,Rain,Light
2019-06-09 20:30:00,2019-06-09 21:00:00,Rain,Light
2019-06-12 18:00:00,2019-06-12 19:00:00,Rain,Light
2019-06-12 20:00:00,2019-06-12 22:00:00,Rain,Light
2019-06-13 01:00:00,2019-06-13 04:00:00,Rain,Light
2019-06-13 04:00:00,2019-06-13 05:00:00,Rain,Moderate
2019-06-13 05:00:00,2019-06-13 06:00:00,Rain,Light
2019-06-13 06:00:00,2019-06-13 07:00:00,Rain,Moderate
2019-06-13 07:00:00,2019-06-13 11:00:00,Rain,Light
2019-06-13 12:00:00,2019-06-13 13:00:00,Rain,Light
2019-06-15 03:00:00,2019-06-15 05:00:00,Rain,Light
2019-06-15 18:15:00,2019-06-15 19:00:00,Rain,Light
2019-06-15 21:00:00,2019-06-15 23:00:00,Rain,Light
2019-06-15 23:00:00,2019-06-15 23:30:00,Rain,Moderate
2019-06-15 23:30:00,2019-06-16 01:30:00,Rain,Light
2019-06-16 06:30:00,2019-06-16 09:00:00,Rain,Light
2019-06-20 00:00:00,2019-06-20 05:00:00,Rain,Light
2019-06-20 13:00:00,2019-06-20 13:45:00,Rain,Light
2019-06-20 14:00:00,2019-06-20 15:00:00,Rain,Light
2019-06-20 18:45:00,2019-06-20 19:00:00,Rain,Light
2019-06-22 00:00:00,2019-06-22 01:00:00,Rain,Light
2019-06-22 03:00:00,2019-06-22 04:00:00,Rain,Light
2019-06-23 12:15:00,2019-06-23 14:00:00,Rain,Light
2019-06-23 21:00:00,2019-06-23 21:45:00,Rain,Light
2019-06-24 00:00:00,2019-06-24 02:00:00,Rain,Light
2019-06-24 19:00:00,2019-06-24 19:45:00,Rain,Light
2019-06-27 02:00:00,2019-06-27 03:00:00,Rain,Light
2019-06-27 03:00:00,2019-06-27 04:00:00,Rain,Moderate
2019-06-28 02:15:00,2019-06-28 02:45:00,Rain,Light
2019-06-29 03:00:00,2019-06-29 04:00:00,Rain,Light
2019-06-30 20:30:00,2019-06-30 20:30:00,Rain,Light
2019-06-30 20:45:00,2019-06-30 22:00:00,Rain,Moderate
2019-06-30 22:00:00,2019-07-01 00:00:00,Rain,Light
2019-07-03 02:45:00,2019-07-03 04:00:00,Rain,Heavy
2019-07-03 04:00:00,2019-07-03 06:00:00,Rain,Light
2019-07-03 08:00:00,2019-07-03 10:00:00,Rain,Light
2019-07-03 11:45:00,2019-07-03 14:00:00,Rain,Light
2019-07-10 09:00:00,2019-07-10 10:00:00,Rain,Light
2019-07-15 02:00:00,2019-07-15 03:00:00,Rain,Light
2019-07-16 09:00:00,2019-07-16 10:45:00,Rain,Light
2019-07-16 14:45:00,2019-07-16 15:00:00,Rain,Light
2019-07-16 18:45:00,2019-07-16 21:00:00,Rain,Light
2019-07-18 17:00:00,2019-07-18 17:15:00,Rain,Moderate
2019-07-18 17:15:00,2019-07-18 17:45:00,Rain,Light
2019-07-18 17:45:00,2019-07-18 18:00:00,Rain,Moderate
2019-07-18 18:30:00,2019-07-18 19:00:00,Rain,Moderate
2019-07-21 18:00:00,2019-07-21 19:00:00,Rain,Light
2019-07-21 19:00:00,2019-07-21 19:15:00,Rain,Moderate
2019-07-21 19:15:00,2019-07-21 19:30:00,Rain,Light
2019-07-21 20:00:00,2019-07-21 22:00:00,Rain,Light
2019-07-29 15:30:00,2019-07-29 18:00:00,Rain,Light
2019-07-29 19:00:00,2019-07-29 19:15:00,Rain,Light
2019-07-29 19:45:00,2019-07-29 20:00:00,Rain,Heavy
2019-07-29 22:45:00,2019-07-29 23:00:00,Rain,Moderate
2019-08-06 08:45:00,2019-08-06 09:00:00,Rain,Moderate
2019-08-06 09:00:00,2019-08-06 11:30:00,Rain,Light
2019-08-12 22:00:00,2019-08-12 23:00:00,Rain,Light
2019-08-12 23:00:00,2019-08-12 23:15:00,Rain,Moderate
2019-08-12 23:15:00,2019-08-13 00:15:00,Rain,Heavy
2019-08-13 00:15:00,2019-08-13 01:00:00,Rain,Light
2019-08-13 01:30:00,2019-08-13 02:45:00,Rain,Light
2019-08-13 05:00:00,2019-08-13 09:00:00,Rain,Light
2019-08-14 01:15:00,2019-08-14 01:30:00,Rain,Light
2019-08-14 01:30:00,2019-08-14 02:00:00,Rain,Moderate
2019-08-14 23:00:00,2019-08-14 23:15:00,Rain,Moderate
2019-08-14 23:15:00,2019-08-15 00:00:00,Rain,Heavy
2019-08-17 17:45:00,2019-08-17 19:00:00,Rain,Light
2019-08-17 21:00:00,2019-08-17 22:00:00,Rain,Light
2019-08-18 14:00:00,2019-08-18 15:00:00,Rain,Light
2019-08-18 16:00:00,2019-08-18 16:00:00,Rain,Heavy
2019-08-20 00:00:00,2019-08-20 01:00:00,Rain,Light
2019-08-20 18:00:00,2019-08-20 19:00:00,Rain,Light
2019-08-20 19:00:00,2019-08-20 19:15:00,Rain,Moderate
2019-08-20 19:15:00,2019-08-20 20:00:00,Rain,Light
2019-08-20 21:00:00,2019-08-20 23:00:00,Rain,Light
2019-08-21 23:00:00,2019-08-22 00:00:00,Rain,Light
2019-08-26 08:00:00,2019-08-26 09:00:00,Rain,Light
2019-08-26 12:00:00,2019-08-26 13:00:00,Rain,Light
2019-08-26 13:15:00,2019-08-26 14:00:00,Rain,Moderate
2019-08-26 14:00:00,2019-08-26 14:30:00,Rain,Light
2019-08-26 14:30:00,2019-08-26 15:00:00,Rain,Moderate
2019-08-26 19:15:00,2019-08-26 19:45:00,Rain,Light
2019-08-26 19:45:00,2019-08-26 21:00:00,Rain,Light
2019-08-26 22:00:00,2019-08-26 22:30:00,Rain,Light
2019-08-27 00:00:00,2019-08-27 00:00:00,Rain,Light
2019-08-27 01:00:00,2019-08-27 03:00:00,Rain,Light
2019-08-31 23:00:00,2019-09-01 02:00:00,Rain,Light
2019-09-01 06:00:00,2019-09-01 08:00:00,Rain,Light
2019-09-01 08:00:00,2019-09-01 09:45:00,Rain,Moderate
2019-09-01 09:45:00,2019-09-01 10:00:00,Rain,Light
2019-09-01 10:15:00,2019-09-01 12:00:00,Rain,Moderate
2019-09-03 13:00:00,2019-09-03 13:00:00,Rain,Light
2019-09-03 14:00:00,2019-09-03 15:00:00,Rain,Moderate
2019-09-03 15:00:00,2019-09-03 16:00:00,Rain,Light
2019-09-08 15:00:00,2019-09-08 17:00:00,Rain,Light
2019-09-08 18:00:00,2019-09-08 19:00:00,Rain,Light
2019-09-09 10:00:00,2019-09-09 10:30:00,Rain,Light
2019-09-09 13:00:00,2019-09-09 14:00:00,Rain,Light
2019-09-12 05:45:00,2019-09-12 06:30:00,Rain,Moderate
2019-09-12 06:30:00,2019-09-12 07:00:00,Rain,Light
2019-09-12 12:00:00,2019-09-12 12:45:00,Rain,Light
2019-09-13 11:00:00,2019-09-13 11:15:00,Rain,Light
2019-09-13 12:00:00,2019-09-13 12:00:00,Rain,Heavy
2019-09-13 12:30:00,2019-09-13 13:15:00,Rain,Moderate
2019-09-15 07:00:00,2019-09-15 07:15:00,Rain,Light
2019-09-15 10:00:00,2019-09-15 11:00:00,Rain,Light
2019-09-15 11:00:00,2019-09-15 12:15:00,Rain,Moderate
2019-09-15 13:00:00,2019-09-15 14:00:00,Rain,Light
2019-09-16 00:15:00,2019-09-16 01:00:00,Rain,Light
2019-09-20 08:00:00,2019-09-20 09:00:00,Rain,Light
2019-09-21 16:00:00,2019-09-21 17:00:00,Rain,Light
2019-09-22 02:00:00,2019-09-22 03:00:00,Rain,Light
2019-09-22 03:00:00,2019-09-22 05:00:00,Rain,Moderate
2019-09-22 06:00:00,2019-09-22 07:00:00,Rain,Light
2019-09-22 07:30:00,2019-09-22 08:00:00,Rain,Light
2019-09-22 10:00:00,2019-09-22 11:00:00,Rain,Light
2019-09-22 20:00:00,2019-09-22 21:30:00,Rain,Light
2019-09-22 21:30:00,2019-09-22 22:45:00,Rain,Moderate
2019-09-22 22:45:00,2019-09-22 23:30:00,Rain,Light
2019-09-22 23:30:00,2019-09-23 00:15:00,Rain,Moderate
2019-09-23 00:15:00,2019-09-23 01:00:00,Rain,Light
2019-09-23 01:30:00,2019-09-23 02:00:00,Rain,Light
2019-09-23 03:00:00,2019-09-23 03:15:00,Rain,Light
2019-09-23 03:30:00,2019-09-23 04:30:00,Rain,Light
2019-09-25 13:00:00,2019-09-25 13:00:00,Rain,Light
2019-09-26 07:00:00,2019-09-26 09:00:00,Rain,Light
2019-09-27 17:15:00,2019-09-27 18:00:00,Rain,Light
2019-09-27 18:00:00,2019-09-27 19:45:00,Rain,Moderate
2019-09-27 19:45:00,2019-09-27 23:30:00,Rain,Light
2019-09-27 23:45:00,2019-09-28 00:00:00,Rain,Moderate
2019-09-28 01:00:00,2019-09-28 01:30:00,Rain,Light
2019-09-28 02:00:00,2019-09-28 03:00:00,Rain,Heavy
2019-09-28 03:00:00,2019-09-28 04:00:00,Rain,Moderate
2019-09-28 04:00:00,2019-09-28 05:00:00,Rain,Light
2019-09-28 05:00:00,2019-09-28 05:30:00,Rain,Moderate
2019-09-28 05:30:00,2019-09-28 08:00:00,Rain,Light
2019-09-28 12:00:00,2019-09-28 12:45:00,Rain,Light
2019-09-28 13:15:00,2019-09-28 14:45:00,Rain,Light
2019-09-28 18:00:00,2019-09-28 20:00:00,Rain,Light
2019-09-29 08:00:00,2019-09-29 09:00:00,Rain,Light
2019-09-29 10:00:00,2019-09-29 11:00:00,Rain,Light
2019-09-29 11:45:00,2019-09-29 13:00:00,Rain,Moderate
2019-09-29 13:00:00,2019-09-29 13:45:00,Rain,Light
2019-09-29 14:00:00,2019-09-29 16:00:00,Rain,Light
2019-09-29 22:00:00,2019-09-29 23:00:00,Rain,Light
2019-09-30 00:00:00,2019-09-30 02:00:00,Rain,Light
2019-10-02 12:15:00,2019-10-02 13:00:00,Rain,Light
2019-10-02 13:30:00,2019-10-02 15:00:00,Rain,Light
2019-10-02 15:45:00,2019-10-02 16:30:00,Rain,Light
2019-10-02 16:45:00,2019-10-02 17:15:00,Rain,Light
2019-10-02 17:30:00,2019-10-02 18:00:00,Rain,Light
2019-10-03 01:00:00,2019-10-03 02:00:00,Rain,Light
2019-10-03 02:45:00,2019-10-03 05:00:00,Rain,Light
2019-10-03 05:30:00,2019-10-03 06:15:00,Rain,Moderate
2019-10-03 06:30:00,2019-10-03 09:00:00,Rain,Moderate
2019-10-05 23:00:00,2019-10-06 00:00:00,Rain,Light
2019-10-06 00:00:00,2019-10-06 02:00:00,Rain,Moderate
2019-10-06 02:00:00,2019-10-06 03:00:00,Rain,Light
2019-10-10 22:00:00,2019-10-11 00:00:00,Rain,Light
2019-10-11 02:00:00,2019-10-11 03:00:00,Rain,Light
2019-10-11 05:00:00,2019-10-11 07:00:00,Rain,Light
2019-10-11 10:00:00,2019-10-11 11:00:00,Rain,Light
2019-10-11 15:00:00,2019-10-11 15:45:00,Rain,Light
2019-10-11 15:45:00,2019-10-11 16:00:00,Rain,Moderate
2019-10-11 16:00:00,2019-10-11 16:15:00,Rain,Heavy
2019-10-11 16:15:00,2019-10-11 18:00:00,Rain,Light
2019-10-11 22:00:00,2019-10-12 00:00:00,Rain,Light
2019-10-15 17:00:00,2019-10-15 17:15:00,Rain,Light
2019-10-15 23:00:00,2019-10-15 23:45:00,Rain,Light
2019-10-21 15:00:00,2019-10-21 15:45:00,Rain,Light
2019-10-21 18:45:00,2019-10-21 20:30:00,Rain,Light
2019-10-22 11:30:00,2019-10-22 12:00:00,Rain,Light
2019-10-22 15:00:00,2019-10-22 17:00:00,Rain,Light
2019-10-22 18:00:00,2019-10-22 18:45:00,Rain,Light
2019-10-22 19:00:00,2019-10-22 19:30:00,Rain,Light
2019-10-24 03:00:00,2019-10-24 05:00:00,Rain,Light
2019-10-24 06:00:00,2019-10-24 07:00:00,Rain,Light
2019-10-26 19:00:00,2019-10-26 23:00:00,Rain,Light
2019-10-26 23:00:00,2019-10-27 00:00:00,Rain,Moderate
2019-10-27 00:00:00,2019-10-27 02:15:00,Rain,Heavy
2019-10-27 02:15:00,2019-10-27 03:00:00,Rain,Light
2019-10-27 03:00:00,2019-10-27 04:30:00,Rain,Moderate
2019-10-27 04:30:00,2019-10-27 09:00:00,Rain,Light
2019-10-29 01:00:00,2019-10-29 04:00:00,Rain,Light
2019-10-29 08:30:00,2019-10-29 15:00:00,Rain,Light
2019-10-30 06:45:00,2019-10-30 07:00:00,Rain,Light
2019-10-30 08:00:00,2019-10-30 09:00:00,Rain,Light
2019-10-30 10:00:00,2019-10-30 11:00:00,Snow,Moderate
2019-10-30 11:00:00,2019-10-30 14:00:00,Snow,Heavy
2019-10-30 15:00:00,2019-10-30 19:15:00,Rain,Light
2019-10-30 20:00:00,2019-10-31 09:30:00,Rain,Light
2019-10-31 11:00:00,2019-10-31 12:00:00,Snow,Moderate
2019-10-31 12:00:00,2019-11-01 00:00:00,Snow,Light
2019-11-02 04:00:00,2019-11-02 06:00:00,Rain,Light
2019-11-02 07:00:00,2019-11-02 08:00:00,Rain,Light
2019-11-06 11:00:00,2019-11-06 12:00:00,Rain,Light
2019-11-07 02:00:00,2019-11-07 04:00:00,Rain,Light
2019-11-07 06:45:00,2019-11-07 10:00:00,Snow,Light
2019-11-11 03:00:00,2019-11-11 06:00:00,Rain,Light
2019-11-11 06:00:00,2019-11-11 07:00:00,Snow,Light
2019-11-11 09:30:00,2019-11-11 10:00:00,Snow,Light
2019-11-11 10:00:00,2019-11-11 10:15:00,Snow,Moderate
2019-11-11 10:15:00,2019-11-11 11:00:00,Snow,Light
2019-11-11 11:00:00,2019-11-11 12:00:00,Snow,Moderate
2019-11-11 12:00:00,2019-11-12 01:00:00,Snow,Light
2019-11-14 02:00:00,2019-11-14 03:00:00,Snow,Light
2019-11-14 06:00:00,2019-11-14 10:00:00,Snow,Light
2019-11-18 03:00:00,2019-11-18 07:00:00,Rain,Light
2019-11-19 18:00:00,2019-11-20 01:00:00,Rain,Light
2019-11-21 09:00:00,2019-11-21 12:00:00,Rain,Light
2019-11-21 12:00:00,2019-11-21 13:00:00,Rain,Moderate
2019-11-21 13:00:00,2019-11-21 15:00:00,Rain,Light
2019-11-21 18:15:00,2019-11-21 19:00:00,Rain,Light
2019-11-22 00:30:00,2019-11-22 01:45:00,Rain,Light
2019-11-25 01:00:00,2019-11-25 02:00:00,Rain,Light
2019-11-26 23:00:00,2019-11-27 01:00:00,Rain,Light
2019-11-27 01:00:00,2019-11-27 01:15:00,Rain,Moderate
2019-11-27 01:15:00,2019-11-27 02:30:00,Rain,Light
2019-11-27 02:45:00,2019-11-27 04:00:00,Rain,Light
2019-11-27 04:30:00,2019-11-27 06:00:00,Rain,Light
2019-11-27 07:45:00,2019-11-27 10:00:00,Rain,Light
2019-11-27 12:00:00,2019-11-27 12:45:00,Storm,Severe
2019-11-29 00:00:00,2019-11-29 01:45:00,Rain,Light
2019-11-29 03:30:00,2019-11-29 04:00:00,Rain,Light
2019-11-29 06:00:00,2019-11-29 07:30:00,Rain,Light
2019-11-29 08:00:00,2019-11-29 12:00:00,Rain,Light
2019-11-30 01:30:00,2019-11-30 02:30:00,Rain,Light
2019-11-30 07:00:00,2019-11-30 11:30:00,Rain,Light
2019-11-30 14:45:00,2019-11-30 16:15:00,Rain,Light
2019-11-30 17:00:00,2019-11-30 18:15:00,Rain,Light
2019-11-30 20:00:00,2019-11-30 21:00:00,Rain,Light
2019-11-30 22:00:00,2019-12-01 08:00:00,Rain,Light
2019-12-01 19:30:00,2019-12-02 00:15:00,Rain,Light
2019-12-02 01:15:00,2019-12-02 04:45:00,Snow,Light
2019-12-02 06:00:00,2019-12-02 07:00:00,Snow,Light
2019-12-09 08:00:00,2019-12-09 16:00:00,Rain,Light
2019-12-09 16:15:00,2019-12-09 19:00:00,Rain,Light
2019-12-09 21:00:00,2019-12-09 22:00:00,Rain,Light
2019-12-10 05:00:00,2019-12-10 14:00:00,Snow,Light
2019-12-11 05:30:00,2019-12-11 09:00:00,Snow,Light
2019-12-11 12:45:00,2019-12-11 19:00:00,Snow,Light
2019-12-16 04:45:00,2019-12-16 11:45:00,Snow,Light
2019-12-16 12:00:00,2019-12-16 14:00:00,Snow,Light
2019-12-18 04:00:00,2019-12-18 07:00:00,Snow,Light
2019-12-29 03:00:00,2019-12-29 06:00:00,Rain,Light
2019-12-29 06:00:00,2019-12-29 06:30:00,Rain,Moderate
2019-12-29 06:30:00,2019-12-29 07:00:00,Rain,Light
2019-12-29 07:00:00,2019-12-29 07:15:00,Rain,Moderate
2019-12-29 07:15:00,2019-12-29 08:00:00,Rain,Light
2019-12-29 08:00:00,2019-12-29 09:00:00,Rain,Moderate
2019-12-29 09:00:00,2019-12-29 11:00:00,Rain,Light
2019-12-29 11:00:00,2019-12-29 12:00:00,Rain,Moderate
2019-12-29 12:00:00,2019-12-29 12:30:00,Rain,Light
2019-12-30 02:00:00,2019-12-30 04:00:00,Rain,Light
2019-12-30 04:00:00,2019-12-30 04:15:00,Rain,Moderate
2019-12-30 04:15:00,2019-12-30 09:30:00,Rain,Light
2019-12-30 13:15:00,2019-12-30 14:00:00,Snow,Light
2019-12-30 15:45:00,2019-12-31 15:00:00,Snow,Light
2016-01-09 22:00:00,2016-01-09 22:30:00,Snow,Light
2016-03-24 23:15:00,2016-03-25 00:00:00,Snow,Moderate
2016-06-01 14:00:00,2016-06-01 16:00:00,Rain,Light
2016-07-14 02:00:00,2016-07-14 03:00:00,Rain,Light
2016-07-17 15:15:00,2016-07-17 17:00:00,Rain,Moderate
2016-07-24 04:30:00,2016-07-24 06:00:00,Rain,Heavy
2016-08-16 02:00:00,2016-08-16 03:45:00,Rain,Light
2016-08-20 14:15:00,2016-08-20 14:30:00,Rain,Moderate
2016-09-29 03:00:00,2016-09-29 04:00:00,Rain,Light
2016-09-29 04:00:00,2016-09-29 05:00:00,Rain,Light
2016-10-01 15:00:00,2016-10-01 15:45:00,Rain,Moderate
2017-01-20 04:00:00,2017-01-20 05:00:00,Rain,Light
2017-01-20 05:00:00,2017-01-20 13:45:00,Rain,Light
2017-03-01 00:30:00,2017-03-01 00:45:00,Rain,Light
2017-03-01 05:00:00,2017-03-01 07:00:00,Rain,Heavy
2017-03-07 07:30:00,2017-03-07 08:15:00,Rain,Moderate
2017-03-25 02:00:00,2017-03-25 02:45:00,Rain,Light
2017-03-30 08:15:00,2017-03-30 10:00:00,Rain,Moderate
2017-03-30 11:00:00,2017-03-30 13:00:00,Rain,Light
2017-03-30 13:00:00,2017-03-30 15:00:00,Rain,Light
2017-04-30 02:00:00,2017-04-30 02:30:00,Rain,Light
2017-08-04 02:15:00,2017-08-04 03:15:00,Rain,Moderate
2017-10-14 09:15:00,2017-10-14 09:30:00,Rain,Moderate
