StartTime(UTC),EndTime(UTC),Type,Severity
2017-10-03 18:45:00,2017-10-03 19:15:00,Rain,Light
2017-10-04 13:30:00,2017-10-04 14:00:00,Rain,Light
2017-10-04 16:00:00,2017-10-04 17:00:00,Rain,Light
2017-10-06 05:00:00,2017-10-06 06:30:00,Rain,Light
2017-10-06 08:00:00,2017-10-06 12:45:00,Rain,Light
2017-10-06 15:00:00,2017-10-06 19:30:00,Rain,Light
2017-10-06 22:30:00,2017-10-07 03:00:00,Rain,Light
2017-10-07 04:00:00,2017-10-07 06:00:00,Rain,Light
2017-10-07 08:00:00,2017-10-07 09:00:00,Rain,Light
2017-10-07 11:00:00,2017-10-07 13:00:00,Rain,Light
2017-10-07 21:30:00,2017-10-07 22:00:00,Rain,Light
2017-10-07 22:45:00,2017-10-08 01:00:00,Rain,Moderate
2017-10-10 23:00:00,2017-10-11 00:00:00,Rain,Light
2017-10-11 00:00:00,2017-10-11 02:00:00,Rain,Moderate
2017-10-11 02:00:00,2017-10-11 02:30:00,Rain,Light
2017-10-11 02:30:00,2017-10-11 03:00:00,Rain,Moderate
2017-10-11 03:00:00,2017-10-11 03:15:00,Rain,Heavy
2017-10-11 03:15:00,2017-10-11 03:30:00,Rain,Light
2017-10-11 03:30:00,2017-10-11 04:15:00,Rain,Moderate
2017-10-11 04:15:00,2017-10-11 08:45:00,Rain,Light
2017-10-11 08:45:00,2017-10-11 09:00:00,Rain,Moderate
2017-10-11 09:00:00,2017-10-11 12:45:00,Rain,Light
2017-10-11 12:45:00,2017-10-11 13:00:00,Rain,Moderate
2017-10-11 13:00:00,2017-10-11 13:30:00,Rain,Light
2017-10-11 13:30:00,2017-10-11 14:15:00,Rain,Moderate
2017-10-11 15:30:00,2017-10-11 16:00:00,Rain,Light
2017-10-11 16:15:00,2017-10-11 17:30:00,Rain,Light
2017-10-11 18:15:00,2017-10-11 20:00:00,Rain,Light
2017-10-11 21:00:00,2017-10-12 02:00:00,Rain,Light
2017-10-12 03:00:00,2017-10-12 07:00:00,Rain,Light
2017-10-14 09:30:00,2017-10-14 10:00:00,Rain,Heavy
2017-10-14 10:00:00,2017-10-14 10:45:00,Rain,Light
2017-10-14 10:45:00,2017-10-14 11:30:00,Rain,Moderate
2017-10-14 11:45:00,2017-10-14 12:30:00,Rain,Light
2017-10-14 12:45:00,2017-10-14 13:15:00,Rain,Light
2017-10-14 13:15:00,2017-10-14 13:45:00,Rain,Moderate
2017-10-14 13:45:00,2017-10-14 15:00:00,Rain,Heavy
2017-10-14 15:00:00,2017-10-14 15:15:00,Rain,Moderate
2017-10-14 15:15:00,2017-10-14 16:00:00,Rain,Light
2017-10-14 16:30:00,2017-10-14 16:45:00,Rain,Moderate
2017-10-14 16:45:00,2017-10-14 17:00:00,Rain,Heavy
2017-10-14 17:15:00,2017-10-14 17:15:00,Rain,Moderate
2017-10-14 17:30:00,2017-10-14 18:00:00,Rain,Heavy
2017-10-14 18:00:00,2017-10-14 18:15:00,Rain,Light
2017-10-14 18:45:00,2017-10-14 19:00:00,Rain,Light
2017-10-14 19:00:00,2017-10-14 20:00:00,Rain,Moderate
2017-10-14 20:00:00,2017-10-14 21:00:00,Rain,Heavy
2017-10-14 21:00:00,2017-10-14 23:30:00,Rain,Light
2017-10-14 23:30:00,2017-10-15 00:00:00,Rain,Moderate
2017-10-15 00:30:00,2017-10-15 02:15:00,Rain,Light
2017-10-15 03:15:00,2017-10-15 04:00:00,Rain,Light
2017-10-15 04:30:00,2017-10-15 05:15:00,Rain,Light
2017-10-15 05:15:00,2017-10-15 05:30:00,Rain,Moderate
2017-10-15 05:30:00,2017-10-15 06:15:00,Rain,Heavy
2017-10-15 06:15:00,2017-10-15 09:00:00,Rain,Light
2017-10-15 10:00:00,2017-10-15 14:00:00,Rain,Light
2017-10-22 21:00:00,2017-10-23 03:00:00,Rain,Light
2017-10-23 03:00:00,2017-10-23 04:30:00,Rain,Moderate
2017-10-23 04:30:00,2017-10-23 10:00:00,Rain,Light
2017-10-23 10:00:00,2017-10-23 13:00:00,Rain,Moderate
2017-10-23 13:00:00,2017-10-23 20:00:00,Rain,Light
2017-10-24 05:00:00,2017-10-25 01:00:00,Rain,Light
2017-10-28 06:30:00,2017-10-28 06:30:00,Rain,Light
2017-10-28 06:30:00,2017-10-28 06:45:00,Hail,Other
2017-10-28 07:00:00,2017-10-28 07:30:00,Rain,Light
2017-10-28 07:45:00,2017-10-28 08:00:00,Rain,Light
2017-10-28 10:00:00,2017-10-28 12:30:00,Rain,Light
2017-10-28 14:00:00,2017-10-28 15:00:00,Rain,Light
2017-10-31 09:00:00,2017-10-31 10:00:00,Snow,Light
2017-11-01 22:00:00,2017-11-02 01:00:00,Rain,Light
2017-11-02 07:30:00,2017-11-02 10:00:00,Rain,Light
2017-11-02 19:30:00,2017-11-02 21:00:00,Rain,Light
2017-11-02 22:15:00,2017-11-03 02:00:00,Rain,Light
2017-11-04 13:30:00,2017-11-04 14:00:00,Rain,Light
2017-11-04 14:45:00,2017-11-04 15:45:00,Rain,Moderate
2017-11-04 15:45:00,2017-11-04 16:00:00,Rain,Light
2017-11-04 16:00:00,2017-11-04 16:15:00,Rain,Moderate
2017-11-04 16:15:00,2017-11-04 23:00:00,Rain,Light
2017-11-05 00:00:00,2017-11-05 00:15:00,Rain,Light
2017-11-05 01:15:00,2017-11-05 03:30:00,Rain,Light
2017-11-05 16:00:00,2017-11-05 16:15:00,Rain,Light
2017-11-05 16:45:00,2017-11-05 17:00:00,Rain,Light
2017-11-10 09:00:00,2017-11-10 19:00:00,Snow,Light
2017-11-12 07:00:00,2017-11-12 08:00:00,Rain,Light
2017-11-12 09:00:00,2017-11-12 11:00:00,Rain,Light
2017-11-12 18:00:00,2017-11-12 23:00:00,Rain,Light
2017-11-15 10:00:00,2017-11-15 16:00:00,Rain,Light
2017-11-15 17:00:00,2017-11-15 18:00:00,Rain,Light
2017-11-15 18:45:00,2017-11-15 19:00:00,Rain,Light
2017-11-17 20:15:00,2017-11-17 22:00:00,Rain,Light
2017-11-17 23:00:00,2017-11-17 23:15:00,Rain,Light
2017-11-17 23:15:00,2017-11-17 23:30:00,Rain,Moderate
2017-11-17 23:30:00,2017-11-18 00:00:00,Rain,Heavy
2017-11-18 00:00:00,2017-11-18 07:00:00,Rain,Light
2017-11-18 07:15:00,2017-11-18 09:30:00,Rain,Light
2017-11-18 14:15:00,2017-11-18 14:45:00,Rain,Light
2017-11-18 14:45:00,2017-11-18 16:00:00,Rain,Moderate
2017-11-18 16:00:00,2017-11-18 17:00:00,Rain,Light
2017-11-18 17:00:00,2017-11-18 18:00:00,Rain,Moderate
2017-11-18 18:00:00,2017-11-18 21:00:00,Rain,Light
2017-11-21 16:00:00,2017-11-21 18:00:00,Rain,Light
2017-11-29 00:00:00,2017-11-29 01:00:00,Rain,Light
2017-12-04 11:00:00,2017-12-04 12:00:00,Rain,Light
2017-12-05 02:45:00,2017-12-05 06:00:00,Rain,Light
2017-12-06 09:00:00,2017-12-06 11:00:00,Snow,Light
2017-12-07 07:00:00,2017-12-07 13:00:00,Snow,Light
2017-12-07 16:00:00,2017-12-07 18:00:00,Snow,Light
2017-12-09 05:00:00,2017-12-09 09:00:00,Snow,Light
2017-12-09 09:30:00,2017-12-09 15:00:00,Snow,Light
2017-12-09 20:00:00,2017-12-09 22:00:00,Snow,Light
2017-12-11 11:00:00,2017-12-11 12:00:00,Snow,Light
2017-12-11 23:45:00,2017-12-12 00:45:00,Snow,Light
2017-12-12 00:45:00,2017-12-12 01:15:00,Snow,Moderate
2017-12-12 01:15:00,2017-12-12 02:00:00,Snow,Light
2017-12-12 06:00:00,2017-12-12 09:00:00,Snow,Light
2017-12-13 19:30:00,2017-12-13 21:00:00,Snow,Light
2017-12-13 21:00:00,2017-12-13 22:00:00,Rain,Light
2017-12-13 23:00:00,2017-12-14 00:00:00,Snow,Light
2017-12-14 02:00:00,2017-12-14 09:00:00,Snow,Light
2017-12-14 11:00:00,2017-12-14 12:00:00,Snow,Light
2017-12-15 10:00:00,2017-12-15 17:00:00,Snow,Light
2017-12-15 21:00:00,2017-12-16 02:00:00,Snow,Light
2017-12-18 09:15:00,2017-12-18 11:00:00,Rain,Light
2017-12-18 12:00:00,2017-12-18 12:45:00,Rain,Light
2017-12-18 14:00:00,2017-12-18 18:45:00,Rain,Light
2017-12-22 07:00:00,2017-12-22 07:30:00,Rain,Light
2017-12-24 14:00:00,2017-12-24 16:00:00,Snow,Light
2017-12-24 16:00:00,2017-12-24 16:30:00,Snow,Moderate
2017-12-24 16:30:00,2017-12-24 17:45:00,Snow,Light
2017-12-24 17:45:00,2017-12-24 18:00:00,Snow,Moderate
2017-12-24 18:15:00,2017-12-24 18:30:00,Snow,Light
2017-12-24 19:00:00,2017-12-24 19:15:00,Snow,Light
2017-12-24 20:45:00,2017-12-25 03:00:00,Snow,Light
2017-12-25 05:00:00,2017-12-25 07:00:00,Snow,Light
2017-12-25 11:00:00,2017-12-25 14:00:00,Snow,Light
2017-12-25 23:00:00,2017-12-26 00:00:00,Snow,Light
2017-12-28 20:00:00,2017-12-29 13:00:00,Snow,Light
2017-12-29 19:00:00,2017-12-30 12:00:00,Snow,Light
2018-01-03 10:00:00,2018-01-03 20:00:00,Snow,Light
2018-01-04 13:45:00,2018-01-04 14:15:00,Snow,Light
2018-01-07 11:00:00,2018-01-07 12:00:00,Snow,Light
2018-01-07 19:30:00,2018-01-07 20:15:00,Rain,Light
2018-01-07 23:00:00,2018-01-08 00:00:00,Rain,Light
2018-01-08 02:45:00,2018-01-08 05:00:00,Rain,Light
2018-01-08 05:00:00,2018-01-08 07:00:00,Snow,Light
2018-01-08 07:00:00,2018-01-08 09:00:00,Rain,Light
2018-01-10 10:00:00,2018-01-10 13:00:00,Rain,Light
2018-01-10 15:00:00,2018-01-10 19:15:00,Rain,Light
2018-01-10 21:00:00,2018-01-10 21:15:00,Rain,Light
2018-01-11 12:00:00,2018-01-11 13:00:00,Rain,Light
2018-01-11 14:00:00,2018-01-11 18:15:00,Rain,Light
2018-01-11 18:30:00,2018-01-11 20:00:00,Rain,Light
2018-01-11 22:00:00,2018-01-12 01:00:00,Rain,Light
2018-01-12 08:00:00,2018-01-12 10:00:00,Snow,Light
2018-01-12 11:00:00,2018-01-13 10:15:00,Snow,Light
2018-01-14 23:00:00,2018-01-16 18:00:00,Snow,Light
2018-01-16 18:30:00,2018-01-16 19:00:00,Snow,Light
2018-01-21 22:00:00,2018-01-21 23:00:00,Rain,Light
2018-01-22 00:00:00,2018-01-22 01:30:00,Rain,Light
2018-01-22 09:00:00,2018-01-22 10:00:00,Rain,Light
2018-01-22 11:00:00,2018-01-22 11:15:00,Rain,Moderate
2018-01-22 11:15:00,2018-01-22 12:00:00,Rain,Light
2018-01-22 12:00:00,2018-01-22 12:15:00,Rain,Moderate
2018-01-22 12:15:00,2018-01-22 12:45:00,Rain,Light
2018-01-22 12:45:00,2018-01-22 13:45:00,Rain,Moderate
2018-01-22 18:15:00,2018-01-22 20:00:00,Rain,Light
2018-01-23 01:00:00,2018-01-23 01:45:00,Rain,Light
2018-01-23 03:00:00,2018-01-23 04:00:00,Rain,Light
2018-01-23 10:00:00,2018-01-23 12:00:00,Rain,Light
2018-01-23 12:00:00,2018-01-23 13:45:00,Snow,Light
2018-01-23 20:00:00,2018-01-23 21:00:00,Snow,Light
2018-01-24 08:00:00,2018-01-24 11:30:00,Snow,Light
2018-01-24 11:30:00,2018-01-24 13:00:00,Rain,Light
2018-01-24 13:00:00,2018-01-24 14:00:00,Snow,Light
2018-01-24 14:45:00,2018-01-24 21:00:00,Snow,Light
2018-01-29 03:00:00,2018-01-29 10:00:00,Snow,Light
2018-01-29 11:00:00,2018-01-29 15:00:00,Snow,Light
2018-01-29 18:00:00,2018-01-29 23:00:00,Snow,Light
2018-02-04 02:30:00,2018-02-04 05:00:00,Snow,Light
2018-02-04 10:00:00,2018-02-04 12:30:00,Snow,Light
2018-02-04 13:00:00,2018-02-04 23:00:00,Snow,Light
2018-02-05 21:00:00,2018-02-05 22:00:00,Snow,Light
2018-02-05 23:00:00,2018-02-05 23:15:00,Snow,Moderate
2018-02-05 23:45:00,2018-02-06 01:30:00,Snow,Light
2018-02-06 01:45:00,2018-02-06 03:15:00,Snow,Moderate
2018-02-06 03:15:00,2018-02-06 09:00:00,Snow,Light
2018-02-07 04:00:00,2018-02-07 15:00:00,Snow,Light
2018-02-07 17:00:00,2018-02-07 20:00:00,Snow,Light
2018-02-07 22:00:00,2018-02-08 07:00:00,Snow,Light
2018-02-08 12:00:00,2018-02-08 13:00:00,Snow,Light
2018-02-08 15:00:00,2018-02-08 16:00:00,Snow,Light
2018-02-09 00:15:00,2018-02-09 04:00:00,Snow,Light
2018-02-09 04:00:00,2018-02-09 04:15:00,Snow,Moderate
2018-02-09 04:15:00,2018-02-09 05:00:00,Snow,Light
2018-02-09 05:00:00,2018-02-09 05:30:00,Snow,Moderate
2018-02-09 05:30:00,2018-02-09 07:00:00,Snow,Light
2018-02-09 07:45:00,2018-02-09 08:45:00,Snow,Moderate
2018-02-09 08:45:00,2018-02-09 09:00:00,Snow,Light
2018-02-09 09:15:00,2018-02-09 10:30:00,Snow,Moderate
2018-02-09 12:00:00,2018-02-09 13:00:00,Snow,Moderate
2018-02-09 13:00:00,2018-02-09 13:30:00,Snow,Light
2018-02-09 14:00:00,2018-02-09 14:30:00,Snow,Light
2018-02-09 14:45:00,2018-02-09 16:15:00,Snow,Light
2018-02-09 19:30:00,2018-02-10 00:45:00,Snow,Light
2018-02-10 02:00:00,2018-02-10 03:00:00,Snow,Light
2018-02-10 04:00:00,2018-02-10 13:00:00,Snow,Light
2018-02-10 19:00:00,2018-02-10 21:00:00,Snow,Light
2018-02-11 05:00:00,2018-02-11 06:00:00,Snow,Light
2018-02-11 06:00:00,2018-02-11 07:00:00,Snow,Moderate
2018-02-11 07:00:00,2018-02-11 07:30:00,Snow,Light
2018-02-11 08:30:00,2018-02-11 09:15:00,Snow,Moderate
2018-02-11 09:15:00,2018-02-11 17:00:00,Snow,Light
2018-02-11 17:30:00,2018-02-11 18:30:00,Snow,Light
2018-02-14 23:00:00,2018-02-15 00:00:00,Rain,Light
2018-02-15 00:30:00,2018-02-15 01:00:00,Rain,Light
2018-02-15 02:00:00,2018-02-15 03:00:00,Rain,Light
2018-02-15 03:00:00,2018-02-15 03:15:00,Rain,Light
2018-02-17 21:00:00,2018-02-17 21:15:00,Snow,Light
2018-02-17 22:30:00,2018-02-17 23:30:00,Snow,Moderate
2018-02-17 23:30:00,2018-02-18 01:00:00,Snow,Light
2018-02-19 10:00:00,2018-02-19 11:00:00,Rain,Light
2018-02-19 13:45:00,2018-02-19 19:15:00,Rain,Light
2018-02-19 22:00:00,2018-02-20 01:00:00,Rain,Light
2018-02-20 02:00:00,2018-02-20 03:30:00,Rain,Light
2018-02-20 03:30:00,2018-02-20 04:00:00,Rain,Moderate
2018-02-20 04:00:00,2018-02-20 06:00:00,Rain,Light
2018-02-20 06:00:00,2018-02-20 07:00:00,Rain,Moderate
2018-02-20 07:00:00,2018-02-20 07:15:00,Rain,Heavy
2018-02-20 07:15:00,2018-02-20 08:00:00,Rain,Light
2018-02-20 08:00:00,2018-02-20 09:00:00,Rain,Moderate
2018-02-20 09:00:00,2018-02-20 10:00:00,Rain,Light
2018-02-20 10:00:00,2018-02-20 11:30:00,Rain,Moderate
2018-02-20 11:30:00,2018-02-20 12:15:00,Rain,Heavy
2018-02-20 12:15:00,2018-02-20 13:00:00,Rain,Light
2018-02-20 13:00:00,2018-02-20 13:15:00,Rain,Moderate
2018-02-20 13:15:00,2018-02-20 14:00:00,Rain,Light
2018-02-20 19:00:00,2018-02-20 19:15:00,Rain,Light
2018-02-20 19:15:00,2018-02-20 20:00:00,Rain,Moderate
2018-02-20 20:00:00,2018-02-20 20:15:00,Rain,Light
2018-02-20 20:15:00,2018-02-20 22:00:00,Rain,Moderate
2018-02-20 22:00:00,2018-02-21 06:00:00,Rain,Light
2018-02-21 06:00:00,2018-02-21 07:00:00,Rain,Moderate
2018-02-21 07:00:00,2018-02-21 09:00:00,Rain,Light
2018-02-23 10:00:00,2018-02-23 12:00:00,Rain,Light
2018-02-24 22:00:00,2018-02-25 00:00:00,Rain,Light
2018-02-25 01:00:00,2018-02-25 03:00:00,Rain,Light
2018-02-25 06:00:00,2018-02-25 08:00:00,Rain,Light
2018-03-01 03:00:00,2018-03-01 05:00:00,Rain,Light
2018-03-01 07:00:00,2018-03-01 13:00:00,Rain,Light
2018-03-01 13:00:00,2018-03-01 14:00:00,Rain,Moderate
2018-03-01 14:00:00,2018-03-01 15:00:00,Rain,Light
2018-03-01 15:00:00,2018-03-01 16:00:00,Rain,Moderate
2018-03-01 16:00:00,2018-03-01 16:45:00,Rain,Light
2018-03-05 22:00:00,2018-03-05 23:00:00,Rain,Light
2018-03-05 23:30:00,2018-03-06 01:45:00,Hail,Other
2018-03-06 01:45:00,2018-03-06 02:00:00,Snow,Moderate
2018-03-06 02:00:00,2018-03-06 06:30:00,Snow,Light
2018-03-06 15:00:00,2018-03-06 15:30:00,Rain,Light
2018-03-06 15:30:00,2018-03-06 16:00:00,Snow,Light
2018-03-06 19:00:00,2018-03-06 20:00:00,Rain,Light
2018-03-06 23:15:00,2018-03-07 00:00:00,Snow,Light
2018-03-07 01:00:00,2018-03-07 09:00:00,Snow,Light
2018-03-08 01:00:00,2018-03-08 02:00:00,Snow,Light
2018-03-08 03:00:00,2018-03-08 04:00:00,Snow,Light
2018-03-12 14:00:00,2018-03-12 15:00:00,Snow,Light
2018-03-13 18:00:00,2018-03-13 19:45:00,Snow,Light
2018-03-13 20:15:00,2018-03-13 20:45:00,Snow,Light
2018-03-13 21:45:00,2018-03-13 22:00:00,Snow,Light
2018-03-13 22:15:00,2018-03-13 22:15:00,Snow,Light
2018-03-13 22:30:00,2018-03-14 00:00:00,Snow,Light
2018-03-14 01:00:00,2018-03-14 02:00:00,Snow,Light
2018-03-17 08:00:00,2018-03-17 13:00:00,Hail,Other
2018-03-27 02:00:00,2018-03-27 07:45:00,Rain,Light
2018-03-27 07:45:00,2018-03-27 08:45:00,Rain,Moderate
2018-03-27 08:45:00,2018-03-27 16:30:00,Rain,Light
2018-03-29 01:00:00,2018-03-29 03:00:00,Rain,Light
2018-03-29 10:00:00,2018-03-29 14:45:00,Rain,Light
2018-03-31 14:45:00,2018-03-31 16:00:00,Rain,Light
2018-04-03 11:00:00,2018-04-03 11:30:00,Rain,Light
2018-04-03 12:00:00,2018-04-03 23:00:00,Rain,Light
2018-04-04 00:00:00,2018-04-04 01:00:00,Rain,Light
2018-04-04 01:45:00,2018-04-04 06:00:00,Rain,Light
2018-04-04 06:00:00,2018-04-04 13:00:00,Snow,Light
2018-04-04 20:00:00,2018-04-04 21:00:00,Snow,Light
2018-04-04 22:00:00,2018-04-04 23:00:00,Snow,Light
2018-04-05 22:00:00,2018-04-05 23:45:00,Snow,Light
2018-04-05 23:45:00,2018-04-06 00:30:00,Rain,Light
2018-04-06 02:00:00,2018-04-06 03:00:00,Snow,Light
2018-04-06 03:00:00,2018-04-06 04:15:00,Snow,Moderate
2018-04-06 04:15:00,2018-04-06 04:30:00,Snow,Light
2018-04-06 04:30:00,2018-04-06 04:45:00,Hail,Other
2018-04-06 04:45:00,2018-04-06 06:00:00,Snow,Light
2018-04-09 05:00:00,2018-04-09 17:00:00,Snow,Light
2018-04-09 18:00:00,2018-04-09 19:00:00,Snow,Light
2018-04-10 01:00:00,2018-04-10 02:00:00,Snow,Light
2018-04-11 07:00:00,2018-04-11 08:00:00,Rain,Light
2018-04-12 04:00:00,2018-04-12 05:00:00,Rain,Light
2018-04-12 06:00:00,2018-04-12 08:00:00,Rain,Light
2018-04-12 09:00:00,2018-04-12 10:00:00,Rain,Light
2018-04-13 23:00:00,2018-04-14 00:00:00,Rain,Light
2018-04-14 06:30:00,2018-04-14 13:00:00,Rain,Light
2018-04-14 15:15:00,2018-04-14 18:00:00,Rain,Light
2018-04-14 18:30:00,2018-04-14 20:00:00,Rain,Light
2018-04-14 21:00:00,2018-04-15 00:00:00,Rain,Light
2018-04-15 01:00:00,2018-04-15 02:00:00,Rain,Light
2018-04-15 02:00:00,2018-04-15 07:00:00,Rain,Light
2018-04-15 07:00:00,2018-04-15 08:00:00,Rain,Moderate
2018-04-15 08:00:00,2018-04-15 18:30:00,Rain,Light
2018-04-15 21:00:00,2018-04-16 00:00:00,Rain,Light
2018-04-16 01:00:00,2018-04-16 03:00:00,Rain,Light
2018-04-16 03:00:00,2018-04-16 09:00:00,Snow,Light
2018-04-16 09:30:00,2018-04-16 18:00:00,Snow,Light
2018-04-16 19:00:00,2018-04-16 22:00:00,Snow,Light
2018-04-17 02:00:00,2018-04-17 07:00:00,Snow,Light
2018-04-18 21:45:00,2018-04-19 02:00:00,Rain,Light
2018-04-19 02:00:00,2018-04-19 08:45:00,Snow,Light
2018-04-19 08:45:00,2018-04-19 10:00:00,Rain,Light
2018-04-24 03:00:00,2018-04-24 04:00:00,Rain,Light
2018-04-24 05:00:00,2018-04-24 05:45:00,Rain,Light
2018-04-24 07:00:00,2018-04-24 10:00:00,Rain,Light
2018-04-28 00:00:00,2018-04-28 02:00:00,Rain,Light
2018-05-02 22:45:00,2018-05-02 22:45:00,Rain,Light
2018-05-02 22:45:00,2018-05-02 23:00:00,Storm,Severe
2018-05-02 23:00:00,2018-05-02 23:15:00,Rain,Light
2018-05-03 02:30:00,2018-05-03 02:30:00,Rain,Light
2018-05-03 04:15:00,2018-05-03 05:45:00,Rain,Light
2018-05-03 06:15:00,2018-05-03 08:00:00,Rain,Light
2018-05-03 10:00:00,2018-05-03 10:30:00,Rain,Light
2018-05-03 10:30:00,2018-05-03 11:15:00,Rain,Moderate
2018-05-03 11:15:00,2018-05-03 12:00:00,Rain,Light
2018-05-03 20:45:00,2018-05-03 21:00:00,Rain,Light
2018-05-04 03:30:00,2018-05-04 03:45:00,Rain,Light
2018-05-09 13:15:00,2018-05-09 14:00:00,Rain,Light
2018-05-09 14:00:00,2018-05-09 14:15:00,Rain,Moderate
2018-05-09 23:15:00,2018-05-10 00:00:00,Rain,Light
2018-05-11 13:00:00,2018-05-11 14:00:00,Rain,Light
2018-05-11 19:00:00,2018-05-11 22:00:00,Rain,Light
2018-05-12 11:30:00,2018-05-12 12:00:00,Rain,Light
2018-05-12 12:00:00,2018-05-12 12:15:00,Rain,Light
2018-05-12 14:00:00,2018-05-12 16:00:00,Rain,Light
2018-05-12 20:00:00,2018-05-12 21:00:00,Rain,Light
2018-05-13 06:00:00,2018-05-13 06:30:00,Rain,Light
2018-05-13 06:30:00,2018-05-13 07:00:00,Rain,Moderate
2018-05-13 07:00:00,2018-05-13 07:15:00,Rain,Heavy
2018-05-13 07:15:00,2018-05-13 08:30:00,Rain,Light
2018-05-13 11:45:00,2018-05-13 12:00:00,Rain,Light
2018-05-14 12:30:00,2018-05-14 12:45:00,Rain,Light
2018-05-14 12:45:00,2018-05-14 13:00:00,Rain,Moderate
2018-05-14 13:00:00,2018-05-14 13:15:00,Rain,Heavy
2018-05-14 13:15:00,2018-05-14 15:00:00,Rain,Light
2018-05-14 16:00:00,2018-05-14 17:00:00,Rain,Light
2018-05-15 00:15:00,2018-05-15 00:30:00,Rain,Light
2018-05-15 00:30:00,2018-05-15 01:00:00,Rain,Heavy
2018-05-15 03:00:00,2018-05-15 03:30:00,Rain,Light
2018-05-15 03:45:00,2018-05-15 04:45:00,Rain,Light
2018-05-15 04:45:00,2018-05-15 05:00:00,Rain,Heavy
2018-05-15 05:00:00,2018-05-15 07:15:00,Rain,Light
2018-05-15 07:30:00,2018-05-15 08:00:00,Rain,Light
2018-05-18 20:00:00,2018-05-18 23:00:00,Rain,Light
2018-05-19 00:00:00,2018-05-19 07:45:00,Rain,Light
2018-05-19 08:45:00,2018-05-19 12:00:00,Rain,Light
2018-05-19 12:30:00,2018-05-19 13:00:00,Rain,Light
2018-05-20 16:00:00,2018-05-20 17:00:00,Rain,Light
2018-05-21 12:45:00,2018-05-21 13:00:00,Rain,Light
2018-05-21 13:00:00,2018-05-21 13:15:00,Rain,Moderate
2018-05-21 13:15:00,2018-05-21 14:00:00,Rain,Heavy
2018-05-21 14:00:00,2018-05-21 14:45:00,Rain,Light
2018-05-21 14:45:00,2018-05-21 15:15:00,Rain,Moderate
2018-05-21 15:15:00,2018-05-21 19:30:00,Rain,Light
2018-05-21 19:30:00,2018-05-21 20:30:00,Rain,Moderate
2018-05-21 20:30:00,2018-05-21 21:00:00,Rain,Light
2018-05-21 21:45:00,2018-05-21 23:00:00,Rain,Light
2018-05-22 00:00:00,2018-05-22 00:15:00,Rain,Light
2018-05-22 08:45:00,2018-05-22 09:00:00,Rain,Light
2018-05-26 04:00:00,2018-05-26 05:00:00,Rain,Light
2018-05-26 06:00:00,2018-05-26 08:00:00,Rain,Light
2018-05-30 08:00:00,2018-05-30 10:00:00,Rain,Light
2018-05-31 00:45:00,2018-05-31 01:15:00,Rain,Light
2018-05-31 01:15:00,2018-05-31 02:00:00,Rain,Moderate
2018-05-31 06:00:00,2018-05-31 07:00:00,Rain,Light
2018-05-31 20:15:00,2018-05-31 20:45:00,Rain,Light
2018-05-31 21:00:00,2018-05-31 21:15:00,Rain,Light
2018-06-03 04:45:00,2018-06-03 05:00:00,Rain,Light
2018-06-03 05:00:00,2018-06-03 05:30:00,Rain,Moderate
2018-06-03 06:00:00,2018-06-03 06:30:00,Rain,Moderate
2018-06-03 06:30:00,2018-06-03 07:30:00,Rain,Light
2018-06-05 11:00:00,2018-06-05 12:00:00,Rain,Light
2018-06-06 19:00:00,2018-06-06 20:00:00,Rain,Light
2018-06-08 14:15:00,2018-06-08 15:45:00,Rain,Light
2018-06-08 15:45:00,2018-06-08 17:00:00,Rain,Moderate
2018-06-08 17:00:00,2018-06-08 19:00:00,Rain,Light
2018-06-09 09:00:00,2018-06-09 10:30:00,Rain,Light
2018-06-09 11:30:00,2018-06-09 13:45:00,Rain,Light
2018-06-09 13:45:00,2018-06-09 14:30:00,Rain,Moderate
2018-06-09 14:30:00,2018-06-09 16:30:00,Rain,Light
2018-06-10 09:00:00,2018-06-10 10:00:00,Rain,Light
2018-06-10 10:00:00,2018-06-10 10:15:00,Rain,Moderate
2018-06-10 10:15:00,2018-06-10 11:30:00,Rain,Heavy
2018-06-10 11:30:00,2018-06-10 13:00:00,Rain,Light
2018-06-10 14:00:00,2018-06-10 14:30:00,Rain,Light
2018-06-10 17:30:00,2018-06-10 21:00:00,Rain,Light
2018-06-10 23:00:00,2018-06-10 23:30:00,Rain,Light
2018-06-11 06:45:00,2018-06-11 12:00:00,Rain,Light
2018-06-11 13:15:00,2018-06-11 16:00:00,Rain,Light
2018-06-16 08:15:00,2018-06-16 09:30:00,Rain,Light
2018-06-16 09:30:00,2018-06-16 10:00:00,Rain,Moderate
2018-06-16 10:00:00,2018-06-16 10:45:00,Rain,Heavy
2018-06-19 02:00:00,2018-06-19 03:00:00,Rain,Light
2018-06-19 06:45:00,2018-06-19 07:15:00,Rain,Light
2018-06-19 09:15:00,2018-06-19 11:00:00,Rain,Light
2018-06-20 03:00:00,2018-06-20 03:45:00,Rain,Light
2018-06-21 07:00:00,2018-06-21 11:00:00,Rain,Light
2018-06-21 13:30:00,2018-06-21 14:00:00,Rain,Light
2018-06-21 14:45:00,2018-06-21 15:30:00,Rain,Heavy
2018-06-21 15:30:00,2018-06-21 16:00:00,Rain,Moderate
2018-06-21 16:00:00,2018-06-21 16:30:00,Rain,Heavy
2018-06-21 16:30:00,2018-06-21 16:45:00,Rain,Moderate
2018-06-21 16:45:00,2018-06-21 17:30:00,Rain,Heavy
